0.04337,21.00,5.640,0,0.4390,6.1150,63.00,6.8147,4,243.0,16.80,393.97,9.43,20.50
393.97,9.43,20.50,0.05360,21.00,5.640,0,0.4390,6.5110,21.10,6.8147,4,243.0,16.80
0.05360,21.00,5.640,0,0.4390,6.5110,21.10,6.8147,4,243.0,16.80,396.90,5.28,25.00
396.90,5.28,25.00,0.04981,21.00,5.640,0,0.4390,5.9980,21.40,6.8147,4,243.0,16.80
0.04981,21.00,5.640,0,0.4390,5.9980,21.40,6.8147,4,243.0,16.80,396.90,8.43,23.40
396.90,8.43,23.40,0.01360,75.00,4.000,0,0.4100,5.8880,47.60,7.3197,3,469.0,21.10
0.01360,75.00,4.000,0,0.4100,5.8880,47.60,7.3197,3,469.0,21.10,396.90,14.80,18.90
396.90,14.80,18.90,0.01311,90.00,1.220,0,0.4030,7.2490,21.90,8.6966,5,226.0,17.90
0.01311,90.00,1.220,0,0.4030,7.2490,21.90,8.6966,5,226.0,17.90,395.93,4.81,35.40
395.93,4.81,35.40,0.02055,85.00,0.740,0,0.4100,6.3830,35.70,9.1876,2,313.0,17.30
0.02055,85.00,0.740,0,0.4100,6.3830,35.70,9.1876,2,313.0,17.30,396.90,5.77,24.70
396.90,5.77,24.70,0.01432,100.00,1.320,0,0.4110,6.8160,40.50,8.3248,5,256.0,15.10
0.01432,100.00,1.320,0,0.4110,6.8160,40.50,8.3248,5,256.0,15.10,392.90,3.95,31.60
392.90,3.95,31.60,0.15445,25.00,5.130,0,0.4530,6.1450,29.20,7.8148,8,284.0,19.70
0.15445,25.00,5.130,0,0.4530,6.1450,29.20,7.8148,8,284.0,19.70,390.68,6.86,23.30
390.68,6.86,23.30,0.10328,25.00,5.130,0,0.4530,5.9270,47.20,6.9320,8,284.0,19.70
0.10328,25.00,5.130,0,0.4530,5.9270,47.20,6.9320,8,284.0,19.70,396.90,9.22,19.60
396.90,9.22,19.60,0.14932,25.00,5.130,0,0.4530,5.7410,66.20,7.2254,8,284.0,19.70
0.14932,25.00,5.130,0,0.4530,5.7410,66.20,7.2254,8,284.0,19.70,395.11,13.15,18.70
395.11,13.15,18.70,0.17171,25.00,5.130,0,0.4530,5.9660,93.40,6.8185,8,284.0,19.70
0.17171,25.00,5.130,0,0.4530,5.9660,93.40,6.8185,8,284.0,19.70,378.08,14.44,16.00
378.08,14.44,16.00,0.11027,25.00,5.130,0,0.4530,6.4560,67.80,7.2255,8,284.0,19.70
0.11027,25.00,5.130,0,0.4530,6.4560,67.80,7.2255,8,284.0,19.70,396.90,6.73,22.20
396.90,6.73,22.20,0.12650,25.00,5.130,0,0.4530,6.7620,43.40,7.9809,8,284.0,19.70
0.12650,25.00,5.130,0,0.4530,6.7620,43.40,7.9809,8,284.0,19.70,395.58,9.50,25.00
395.58,9.50,25.00,0.01951,17.50,1.380,0,0.4161,7.1040,59.50,9.2229,3,216.0,18.60
0.01951,17.50,1.380,0,0.4161,7.1040,59.50,9.2229,3,216.0,18.60,393.24,8.05,33.00
393.24,8.05,33.00,0.03584,80.00,3.370,0,0.3980,6.2900,17.80,6.6115,4,337.0,16.10
0.03584,80.00,3.370,0,0.3980,6.2900,17.80,6.6115,4,337.0,16.10,396.90,4.67,23.50
396.90,4.67,23.50,0.04379,80.00,3.370,0,0.3980,5.7870,31.10,6.6115,4,337.0,16.10
0.04379,80.00,3.370,0,0.3980,5.7870,31.10,6.6115,4,337.0,16.10,396.90,10.24,19.40
396.90,10.24,19.40,0.05789,12.50,6.070,0,0.4090,5.8780,21.40,6.4980,4,345.0,18.90
0.05789,12.50,6.070,0,0.4090,5.8780,21.40,6.4980,4,345.0,18.90,396.21,8.10,22.00
396.21,8.10,22.00,0.13554,12.50,6.070,0,0.4090,5.5940,36.80,6.4980,4,345.0,18.90
0.13554,12.50,6.070,0,0.4090,5.5940,36.80,6.4980,4,345.0,18.90,396.90,13.09,17.40
396.90,13.09,17.40,0.12816,12.50,6.070,0,0.4090,5.8850,33.00,6.4980,4,345.0,18.90
0.12816,12.50,6.070,0,0.4090,5.8850,33.00,6.4980,4,345.0,18.90,396.90,8.79,20.90
396.90,8.79,20.90,0.08826,0.00,10.810,0,0.4130,6.4170,6.60,5.2873,4,305.0,19.20
0.08826,0.00,10.810,0,0.4130,6.4170,6.60,5.2873,4,305.0,19.20,383.73,6.72,24.20
383.73,6.72,24.20,0.15876,0.00,10.810,0,0.4130,5.9610,17.50,5.2873,4,305.0,19.20
0.15876,0.00,10.810,0,0.4130,5.9610,17.50,5.2873,4,305.0,19.20,376.94,9.88,21.70
376.94,9.88,21.70,0.09164,0.00,10.810,0,0.4130,6.0650,7.80,5.2873,4,305.0,19.20
0.09164,0.00,10.810,0,0.4130,6.0650,7.80,5.2873,4,305.0,19.20,390.91,5.52,22.80
390.91,5.52,22.80,0.19539,0.00,10.810,0,0.4130,6.2450,6.20,5.2873,4,305.0,19.20
0.19539,0.00,10.810,0,0.4130,6.2450,6.20,5.2873,4,305.0,19.20,377.17,7.54,23.40
377.17,7.54,23.40,0.07896,0.00,12.830,0,0.4370,6.2730,6.00,4.2515,5,398.0,18.70
0.07896,0.00,12.830,0,0.4370,6.2730,6.00,4.2515,5,398.0,18.70,394.92,6.78,24.10
394.92,6.78,24.10,0.09512,0.00,12.830,0,0.4370,6.2860,45.00,4.5026,5,398.0,18.70
0.09512,0.00,12.830,0,0.4370,6.2860,45.00,4.5026,5,398.0,18.70,383.23,8.94,21.40
383.23,8.94,21.40,0.10153,0.00,12.830,0,0.4370,6.2790,74.50,4.0522,5,398.0,18.70
0.10153,0.00,12.830,0,0.4370,6.2790,74.50,4.0522,5,398.0,18.70,373.66,11.97,20.00
373.66,11.97,20.00,0.08707,0.00,12.830,0,0.4370,6.1400,45.80,4.0905,5,398.0,18.70
0.08707,0.00,12.830,0,0.4370,6.1400,45.80,4.0905,5,398.0,18.70,386.96,10.27,20.80
386.96,10.27,20.80,0.05646,0.00,12.830,0,0.4370,6.2320,53.70,5.0141,5,398.0,18.70
0.05646,0.00,12.830,0,0.4370,6.2320,53.70,5.0141,5,398.0,18.70,386.40,12.34,21.20
386.40,12.34,21.20,0.08387,0.00,12.830,0,0.4370,5.8740,36.60,4.5026,5,398.0,18.70
0.08387,0.00,12.830,0,0.4370,5.8740,36.60,4.5026,5,398.0,18.70,396.06,9.10,20.30
396.06,9.10,20.30,0.04113,25.00,4.860,0,0.4260,6.7270,33.50,5.4007,4,281.0,19.00
0.04113,25.00,4.860,0,0.4260,6.7270,33.50,5.4007,4,281.0,19.00,396.90,5.29,28.00
396.90,5.29,28.00,0.04462,25.00,4.860,0,0.4260,6.6190,70.40,5.4007,4,281.0,19.00
0.04462,25.00,4.860,0,0.4260,6.6190,70.40,5.4007,4,281.0,19.00,395.63,7.22,23.90
395.63,7.22,23.90,0.03659,25.00,4.860,0,0.4260,6.3020,32.20,5.4007,4,281.0,19.00
0.03659,25.00,4.860,0,0.4260,6.3020,32.20,5.4007,4,281.0,19.00,396.90,6.72,24.80
396.90,6.72,24.80,0.03551,25.00,4.860,0,0.4260,6.1670,46.70,5.4007,4,281.0,19.00
0.03551,25.00,4.860,0,0.4260,6.1670,46.70,5.4007,4,281.0,19.00,390.64,7.51,22.90
390.64,7.51,22.90,0.05059,0.00,4.490,0,0.4490,6.3890,48.00,4.7794,3,247.0,18.50
0.05059,0.00,4.490,0,0.4490,6.3890,48.00,4.7794,3,247.0,18.50,396.90,9.62,23.90
396.90,9.62,23.90,0.05735,0.00,4.490,0,0.4490,6.6300,56.10,4.4377,3,247.0,18.50
0.05735,0.00,4.490,0,0.4490,6.6300,56.10,4.4377,3,247.0,18.50,392.30,6.53,26.60
392.30,6.53,26.60,0.05188,0.00,4.490,0,0.4490,6.0150,45.10,4.4272,3,247.0,18.50
0.05188,0.00,4.490,0,0.4490,6.0150,45.10,4.4272,3,247.0,18.50,395.99,12.86,22.50
395.99,12.86,22.50,0.07151,0.00,4.490,0,0.4490,6.1210,56.80,3.7476,3,247.0,18.50
0.07151,0.00,4.490,0,0.4490,6.1210,56.80,3.7476,3,247.0,18.50,395.15,8.44,22.20
395.15,8.44,22.20,0.05660,0.00,3.410,0,0.4890,7.0070,86.30,3.4217,2,270.0,17.80
0.05660,0.00,3.410,0,0.4890,7.0070,86.30,3.4217,2,270.0,17.80,396.90,5.50,23.60
396.90,5.50,23.60,0.05302,0.00,3.410,0,0.4890,7.0790,63.10,3.4145,2,270.0,17.80
0.05302,0.00,3.410,0,0.4890,7.0790,63.10,3.4145,2,270.0,17.80,396.06,5.70,28.70
396.06,5.70,28.70,0.04684,0.00,3.410,0,0.4890,6.4170,66.10,3.0923,2,270.0,17.80
0.04684,0.00,3.410,0,0.4890,6.4170,66.10,3.0923,2,270.0,17.80,392.18,8.81,22.60
392.18,8.81,22.60,0.03932,0.00,3.410,0,0.4890,6.4050,73.90,3.0921,2,270.0,17.80
0.03932,0.00,3.410,0,0.4890,6.4050,73.90,3.0921,2,270.0,17.80,393.55,8.20,22.00
393.55,8.20,22.00,0.04203,28.00,15.040,0,0.4640,6.4420,53.60,3.6659,4,270.0,18.20
0.04203,28.00,15.040,0,0.4640,6.4420,53.60,3.6659,4,270.0,18.20,395.01,8.16,22.90
395.01,8.16,22.90,0.02875,28.00,15.040,0,0.4640,6.2110,28.90,3.6659,4,270.0,18.20
0.02875,28.00,15.040,0,0.4640,6.2110,28.90,3.6659,4,270.0,18.20,396.33,6.21,25.00
396.33,6.21,25.00,0.04294,28.00,15.040,0,0.4640,6.2490,77.30,3.6150,4,270.0,18.20
0.04294,28.00,15.040,0,0.4640,6.2490,77.30,3.6150,4,270.0,18.20,396.90,10.59,20.60
396.90,10.59,20.60,0.12204,0.00,2.890,0,0.4450,6.6250,57.80,3.4952,2,276.0,18.00
0.12204,0.00,2.890,0,0.4450,6.6250,57.80,3.4952,2,276.0,18.00,357.98,6.65,28.40
357.98,6.65,28.40,0.11504,0.00,2.890,0,0.4450,6.1630,69.60,3.4952,2,276.0,18.00
0.11504,0.00,2.890,0,0.4450,6.1630,69.60,3.4952,2,276.0,18.00,391.83,11.34,21.40
391.83,11.34,21.40,0.12083,0.00,2.890,0,0.4450,8.0690,76.00,3.4952,2,276.0,18.00
0.12083,0.00,2.890,0,0.4450,8.0690,76.00,3.4952,2,276.0,18.00,396.90,4.21,38.70
396.90,4.21,38.70,0.08187,0.00,2.890,0,0.4450,7.8200,36.90,3.4952,2,276.0,18.00
0.08187,0.00,2.890,0,0.4450,7.8200,36.90,3.4952,2,276.0,18.00,393.53,3.57,43.80
393.53,3.57,43.80,0.06860,0.00,2.890,0,0.4450,7.4160,62.50,3.4952,2,276.0,18.00
0.06860,0.00,2.890,0,0.4450,7.4160,62.50,3.4952,2,276.0,18.00,396.90,6.19,33.20
396.90,6.19,33.20,0.14866,0.00,8.560,0,0.5200,6.7270,79.90,2.7778,5,384.0,20.90
0.14866,0.00,8.560,0,0.5200,6.7270,79.90,2.7778,5,384.0,20.90,394.76,9.42,27.50
394.76,9.42,27.50,0.11432,0.00,8.560,0,0.5200,6.7810,71.30,2.8561,5,384.0,20.90
0.11432,0.00,8.560,0,0.5200,6.7810,71.30,2.8561,5,384.0,20.90,395.58,7.67,26.50
395.58,7.67,26.50,0.22876,0.00,8.560,0,0.5200,6.4050,85.40,2.7147,5,384.0,20.90
0.22876,0.00,8.560,0,0.5200,6.4050,85.40,2.7147,5,384.0,20.90,70.80,10.63,18.60
70.80,10.63,18.60,0.21161,0.00,8.560,0,0.5200,6.1370,87.40,2.7147,5,384.0,20.90
0.21161,0.00,8.560,0,0.5200,6.1370,87.40,2.7147,5,384.0,20.90,394.47,13.44,19.30
394.47,13.44,19.30,0.13960,0.00,8.560,0,0.5200,6.1670,90.00,2.4210,5,384.0,20.90
0.13960,0.00,8.560,0,0.5200,6.1670,90.00,2.4210,5,384.0,20.90,392.69,12.33,20.10
392.69,12.33,20.10,0.13262,0.00,8.560,0,0.5200,5.8510,96.70,2.1069,5,384.0,20.90
0.13262,0.00,8.560,0,0.5200,5.8510,96.70,2.1069,5,384.0,20.90,394.05,16.47,19.50
394.05,16.47,19.50,0.17120,0.00,8.560,0,0.5200,5.8360,91.90,2.2110,5,384.0,20.90
0.17120,0.00,8.560,0,0.5200,5.8360,91.90,2.2110,5,384.0,20.90,395.67,18.66,19.50
395.67,18.66,19.50,0.13117,0.00,8.560,0,0.5200,6.1270,85.20,2.1224,5,384.0,20.90
0.13117,0.00,8.560,0,0.5200,6.1270,85.20,2.1224,5,384.0,20.90,387.69,14.09,20.40
387.69,14.09,20.40,0.12802,0.00,8.560,0,0.5200,6.4740,97.10,2.4329,5,384.0,20.90
0.12802,0.00,8.560,0,0.5200,6.4740,97.10,2.4329,5,384.0,20.90,395.24,12.27,19.80
395.24,12.27,19.80,0.26363,0.00,8.560,0,0.5200,6.2290,91.20,2.5451,5,384.0,20.90
0.26363,0.00,8.560,0,0.5200,6.2290,91.20,2.5451,5,384.0,20.90,391.23,15.55,19.40
391.23,15.55,19.40,0.10793,0.00,8.560,0,0.5200,6.1950,54.40,2.7778,5,384.0,20.90
0.10793,0.00,8.560,0,0.5200,6.1950,54.40,2.7778,5,384.0,20.90,393.49,13.00,21.70
393.49,13.00,21.70,0.10084,0.00,10.010,0,0.5470,6.7150,81.60,2.6775,6,432.0,17.80
0.10084,0.00,10.010,0,0.5470,6.7150,81.60,2.6775,6,432.0,17.80,395.59,10.16,22.80
395.59,10.16,22.80,0.12329,0.00,10.010,0,0.5470,5.9130,92.90,2.3534,6,432.0,17.80
0.12329,0.00,10.010,0,0.5470,5.9130,92.90,2.3534,6,432.0,17.80,394.95,16.21,18.80
394.95,16.21,18.80,0.22212,0.00,10.010,0,0.5470,6.0920,95.40,2.5480,6,432.0,17.80
0.22212,0.00,10.010,0,0.5470,6.0920,95.40,2.5480,6,432.0,17.80,396.90,17.09,18.70
396.90,17.09,18.70,0.14231,0.00,10.010,0,0.5470,6.2540,84.20,2.2565,6,432.0,17.80
0.14231,0.00,10.010,0,0.5470,6.2540,84.20,2.2565,6,432.0,17.80,388.74,10.45,18.50
388.74,10.45,18.50,0.17134,0.00,10.010,0,0.5470,5.9280,88.20,2.4631,6,432.0,17.80
0.17134,0.00,10.010,0,0.5470,5.9280,88.20,2.4631,6,432.0,17.80,344.91,15.76,18.30
344.91,15.76,18.30,0.13158,0.00,10.010,0,0.5470,6.1760,72.50,2.7301,6,432.0,17.80
0.13158,0.00,10.010,0,0.5470,6.1760,72.50,2.7301,6,432.0,17.80,393.30,12.04,21.20
393.30,12.04,21.20,0.15098,0.00,10.010,0,0.5470,6.0210,82.60,2.7474,6,432.0,17.80
0.15098,0.00,10.010,0,0.5470,6.0210,82.60,2.7474,6,432.0,17.80,394.51,10.30,19.20
394.51,10.30,19.20,0.13058,0.00,10.010,0,0.5470,5.8720,73.10,2.4775,6,432.0,17.80
0.13058,0.00,10.010,0,0.5470,5.8720,73.10,2.4775,6,432.0,17.80,338.63,15.37,20.40
338.63,15.37,20.40,0.14476,0.00,10.010,0,0.5470,5.7310,65.20,2.7592,6,432.0,17.80
0.14476,0.00,10.010,0,0.5470,5.7310,65.20,2.7592,6,432.0,17.80,391.50,13.61,19.30
391.50,13.61,19.30,0.06899,0.00,25.650,0,0.5810,5.8700,69.70,2.2577,2,188.0,19.10
0.06899,0.00,25.650,0,0.5810,5.8700,69.70,2.2577,2,188.0,19.10,389.15,14.37,22.00
389.15,14.37,22.00,0.07165,0.00,25.650,0,0.5810,6.0040,84.10,2.1974,2,188.0,19.10
0.07165,0.00,25.650,0,0.5810,6.0040,84.10,2.1974,2,188.0,19.10,377.67,14.27,20.30
377.67,14.27,20.30,0.09299,0.00,25.650,0,0.5810,5.9610,92.90,2.0869,2,188.0,19.10
0.09299,0.00,25.650,0,0.5810,5.9610,92.90,2.0869,2,188.0,19.10,378.09,17.93,20.50
378.09,17.93,20.50,0.15038,0.00,25.650,0,0.5810,5.8560,97.00,1.9444,2,188.0,19.10
0.15038,0.00,25.650,0,0.5810,5.8560,97.00,1.9444,2,188.0,19.10,370.31,25.41,17.30
370.31,25.41,17.30,0.09849,0.00,25.650,0,0.5810,5.8790,95.80,2.0063,2,188.0,19.10
0.09849,0.00,25.650,0,0.5810,5.8790,95.80,2.0063,2,188.0,19.10,379.38,17.58,18.80
379.38,17.58,18.80,0.16902,0.00,25.650,0,0.5810,5.9860,88.40,1.9929,2,188.0,19.10
